time_seconds,wind_mps
370,17.708
372,17.679
374,17.666
376,17.669
378,17.689
380,17.725
382,17.777
384,17.845
386,17.929
388,18.027
390,18.14
392,18.265
394,18.403
396,18.553
398,18.713
400,18.881
402,19.058
404,19.24
406,19.428
408,19.618
410,19.811
412,20.0
414,20.0
416,20.0
418,20.0
420,20.0
422,20.0
424,20.0
426,20.0
428,20.0
430,20.0
432,20.0
434,20.0
436,20.0
438,20.0
440,20.0
442,20.0
444,20.0
446,20.0
448,20.0
450,20.0
452,20.0
454,20.0
456,20.0
458,20.0
460,20.0
462,20.0
464,20.0
466,20.0
468,20.0
470,20.0
472,20.0
474,20.0
476,20.0
478,20.0
480,19.899
482,19.709
484,19.52
486,19.334
488,19.152
490,18.976
492,18.808
494,18.648
496,18.498
498,18.359
500,18.233
502,18.119
504,18.02
506,17.935
508,17.865
510,17.811
512,17.773
514,17.752
516,17.746
518,17.757
520,17.785
522,17.827
524,17.885
526,17.958
528,18.044
530,18.143
532,18.254
534,18.375
536,18.507
538,18.646
540,18.793
542,18.945
544,19.102
546,19.261
548,19.421
550,19.58
552,19.738
554,19.892
556,20.0
558,20.0
560,20.0
562,20.0
564,20.0
566,20.0
568,20.0
570,20.0
572,20.0
574,20.0
576,20.0
578,20.0
580,20.0
582,20.0
584,20.0
586,20.0
588,20.0
590,20.0
592,20.0
594,20.0
596,20.0
598,20.0
600,20.0
602,19.859
604,19.674
606,19.48
608,19.277
610,19.068
612,18.853
614,18.634
616,18.414
618,18.192
620,17.971
622,17.752
624,17.537
626,17.327
628,17.124
630,16.929
632,16.744
634,16.569
636,16.406
638,16.255
640,16.118
642,15.996
644,15.888
646,15.797
648,15.721
650,15.662
652,15.619
654,15.592
656,15.582
658,15.588
660,15.609
662,15.645
664,15.695
666,15.759
668,15.836
670,15.924
672,16.022
674,16.129
676,16.244
678,16.366
680,16.492
682,16.622
684,16.754
686,16.886
688,17.017
690,17.146
692,17.27
694,17.389
696,17.501
698,17.604
700,17.698
702,17.78
704,17.851
706,17.908
708,17.951
710,17.979
712,17.992
714,17.988
716,17.968
718,17.931
720,17.877
722,17.805
724,17.717
726,17.612
728,17.491
730,17.354
732,17.202
734,17.035
736,16.855
738,16.663
740,16.46
742,16.246
744,16.024
746,15.795
748,15.559
750,15.32
752,15.077
754,14.833
756,14.589
758,14.346
760,14.107
762,13.873
764,13.645
766,13.424
768,13.212
770,13.011
772,12.82
774,12.642
776,12.478
778,12.328
780,12.192
782,12.073
784,11.969
786,11.882
788,11.811
790,11.757
792,11.719
794,11.698
796,11.693
798,11.703
800,11.728
802,11.767
804,11.819
806,11.883
808,11.959
810,12.044
812,12.138
814,12.24
816,12.347
818,12.459
820,12.573
822,12.689
824,12.805
826,12.919
828,13.03
830,13.137
832,13.237
834,13.329
836,13.413
838,13.487
840,13.549
842,13.599
844,13.635
846,13.657
848,13.664
850,13.655
852,13.63
854,13.588
856,13.53
858,13.454
860,13.362
862,13.253
864,13.128
866,12.987
868,12.831
870,12.661
872,12.476
874,12.279
876,12.071
878,11.852
880,11.624
882,11.388
884,11.146
886,10.898
888,10.648
890,10.395
892,10.142
894,9.89
896,9.64
898,9.395
900,9.156
902,8.924
904,8.7
906,8.486
908,8.282
910,8.091
912,7.914
914,7.75
916,7.601
918,7.467
920,7.35
922,7.249
924,7.164
926,7.097
928,7.046
930,7.012
932,6.995
934,6.993
936,7.007
938,7.035
940,7.078
942,7.133
944,7.2
946,7.278
948,7.366
950,7.461
952,7.564
954,7.672
956,7.783
958,7.898
960,8.013
962,8.127
964,8.239
966,8.348
968,8.451
970,8.548
972,8.636
974,8.715
976,8.784
978,8.841
980,8.886
982,8.916
984,8.932
986,8.933
988,8.919
990,8.888
992,8.84
994,8.776
996,8.695
998,8.598
1000,8.485
1002,8.355
1004,8.211
1006,8.051
1008,7.878
1010,7.692
1012,7.494
1014,7.286
1016,7.067
1018,6.841
1020,6.607
1022,6.368
1024,6.125
1026,5.88
1028,5.633
1030,5.387
1032,5.144
1034,4.904
1036,4.669
1038,4.441
1040,4.22
1042,4.01
1044,3.809
1046,3.621
1048,3.445
1050,3.283
1052,3.136
1054,3.005
1056,2.889
1058,2.79
1060,2.707
1062,2.642
1064,2.594
1066,2.562
1068,2.548
1070,2.55
1072,2.567
1074,2.6
1076,2.648
1078,2.709
1080,2.783
1082,2.868
1084,2.964
1086,3.069
1088,3.181
1090,3.3
1092,3.424
1094,3.551
1096,3.68
1098,3.809
1100,3.937
1102,4.062
1104,4.183
1106,4.299
1108,4.407
1110,4.506
1112,4.596
1114,4.675
1116,4.742
1118,4.796
1120,4.836
1122,4.862
1124,4.872
1126,4.866
1128,4.845
1130,4.806
1132,4.752
1134,4.681
1136,4.594
1138,4.49
1140,4.372
1142,4.239
1144,4.091
1146,3.931
1148,3.758
1150,3.574
1152,3.38
1154,3.177
1156,2.967
1158,2.75
1160,2.53
1162,2.306
1164,2.081
1166,1.855
1168,1.631
1170,1.411
1172,1.195
1174,0.984
1176,0.782
1178,0.588
1180,0.405
1182,0.232
1184,0.073
1186,0.0
1188,0.0
1190,0.0
1192,0.0
1194,0.0
1196,0.0
1198,0.0
1200,0.0
1202,0.0
1204,0.0
1206,0.0
1208,0.0
1210,0.0
1212,0.0
1214,0.0
1216,0.0
1218,0.0
1220,0.0
1222,0.015
1224,0.149
1226,0.291
1228,0.439
1230,0.59
1232,0.745
1234,0.9
1236,1.056
1238,1.209
1240,1.359
1242,1.505
1244,1.643
1246,1.775
1248,1.897
1250,2.009
1252,2.11
1254,2.198
1256,2.273
1258,2.334
1260,2.38
1262,2.41
1264,2.425
1266,2.424
1268,2.406
1270,2.371
1272,2.321
1274,2.255
1276,2.173
1278,2.076
1280,1.965
1282,1.84
1284,1.703
1286,1.553
1288,1.394
1290,1.225
1292,1.048
1294,0.865
1296,0.676
1298,0.484
1300,0.289
1302,0.094
1304,0.0
1306,0.0
1308,0.0
1310,0.0
1312,0.0
1314,0.0
1316,0.0
1318,0.0
1320,0.0
1322,0.0
1324,0.0
1326,0.0
1328,0.0
1330,0.0
1332,0.0
1334,0.0
1336,0.0
1338,0.0
1340,0.0
1342,0.0
1344,0.0
1346,0.0
1348,0.0
1350,0.0
1352,0.0
1354,0.0
1356,0.0
1358,0.0
1360,0.0
1362,0.0
1364,0.0
1366,0.0
1368,0.0
1370,0.024
1372,0.213
1374,0.4
1376,0.585
1378,0.765
1380,0.94
1382,1.108
1384,1.268
1386,1.418
1388,1.558
1390,1.685
1392,1.8
1394,1.901
1396,1.987
1398,2.058
1400,2.114
1402,2.154
1404,2.177
1406,2.184
1408,2.175
1410,2.149
1412,2.108
1414,2.052
1416,1.981
1418,1.896
1420,1.798
1422,1.687
1424,1.566
1426,1.435
1428,1.295
1430,1.147
1432,0.994
1434,0.837
1436,0.676
1438,0.514
1440,0.352
1442,0.192
1444,0.034
1446,0.0
1448,0.0
1450,0.0
1452,0.0
1454,0.0
1456,0.0
1458,0.0
1460,0.0
1462,0.0
1464,0.0
1466,0.0
1468,0.0
1470,0.0
1472,0.0
1474,0.0
1476,0.0
1478,0.0
1480,0.0
1482,0.0
1484,0.0
1486,0.0
1488,0.0
1490,0.0
1492,0.0
1494,0.114
1496,0.304
1498,0.503
1500,0.709
1502,0.92
1504,1.136
1506,1.355
1508,1.574
1510,1.794
1512,2.011
1514,2.225
1516,2.435
1518,2.638
1520,2.833
1522,3.019
1524,3.195
1526,3.359
1528,3.511
1530,3.649
1532,3.774
1534,3.883
1536,3.977
1538,4.055
1540,4.117
1542,4.162
1544,4.191
1546,4.203
1548,4.2
1550,4.181
1552,4.146
1554,4.098
1556,4.035
1558,3.96
1560,3.874
1562,3.776
1564,3.669
1566,3.554
1568,3.433
1570,3.306
1572,3.175
1574,3.042
1576,2.908
1578,2.775
1580,2.644
1582,2.516
1584,2.394
1586,2.279
1588,2.172
1590,2.075
1592,1.988
1594,1.913
1596,1.85
1598,1.802
1600,1.769
1602,1.751
1604,1.749
1606,1.763
1608,1.795
1610,1.844
1612,1.909
1614,1.992
1616,2.091
1618,2.207
1620,2.339
1622,2.486
1624,2.648
1626,2.823
1628,3.011
1630,3.21
1632,3.42
1634,3.639
1636,3.865
1638,4.098
1640,4.336
1642,4.577
1644,4.82
1646,5.063
1648,5.305
1650,5.543
1652,5.778
1654,6.007
1656,6.228
1658,6.441
1660,6.645
1662,6.837
1664,7.017
1666,7.184
1668,7.337
1670,7.475
1672,7.598
1674,7.704
1676,7.795
1678,7.869
1680,7.926
1682,7.967
1684,7.991
1686,8.0
1688,7.993
1690,7.97
1692,7.934
1694,7.884
1696,7.822
1698,7.748
1700,7.665
1702,7.572
1704,7.471
1706,7.365
1708,7.253
1710,7.139
1712,7.022
1714,6.905
1716,6.79
1718,6.677
1720,6.569
1722,6.467
1724,6.371
1726,6.285
1728,6.208
1730,6.142
1732,6.089
1734,6.049
1736,6.023
1738,6.012
1740,6.016
1742,6.036
1744,6.074
1746,6.127
1748,6.198
1750,6.286
1752,6.39
1754,6.511
1756,6.647
1758,6.8
1760,6.966
1762,7.147
1764,7.341
1766,7.546
1768,7.762
1770,7.988
1772,8.222
1774,8.463
1776,8.709
1778,8.959
1780,9.211
1782,9.464
1784,9.716
1786,9.966
1788,10.212
1790,10.453
1792,10.688
1794,10.914
1796,11.13
1798,11.336
1800,11.53
1802,11.712
1804,11.879
1806,12.032
1808,12.17
1810,12.291
1812,12.397
1814,12.485
1816,12.557
1818,12.612
1820,12.65
1822,12.672
1824,12.678
1826,12.668
1828,12.644
1830,12.605
1832,12.553
1834,12.489
1836,12.414
1838,12.329
1840,12.236
1842,12.135
1844,12.029
1846,11.918
1848,11.805
1850,11.691
1852,11.576
1854,11.464
1856,11.355
1858,11.251
1860,11.153
1862,11.063
1864,10.981
1866,10.91
1868,10.851
1870,10.804
1872,10.77
1874,10.751
1876,10.747
1878,10.758
1880,10.786
1882,10.83
1884,10.89
1886,10.968
1888,11.062
1890,11.172
1892,11.298
1894,11.44
1896,11.596
1898,11.767
1900,11.95
1902,12.146
1904,12.353
1906,12.57
1908,12.796
1910,13.029
1912,13.267
1914,13.51
1916,13.756
1918,14.003
1920,14.251
1922,14.496
1924,14.738
1926,14.975
1928,15.206
1930,15.43
1932,15.644
1934,15.848
1936,16.041
1938,16.221
1940,16.387
1942,16.539
1944,16.676
1946,16.797
1948,16.902
1950,16.989
1952,17.06
1954,17.114
1956,17.151
1958,17.171
1960,17.174
1962,17.162
1964,17.134
1966,17.091
1968,17.034
1970,16.965
1972,16.884
1974,16.792
1976,16.691
1978,16.581
1980,16.465
1982,16.344
1984,16.219
1986,16.092
1988,15.964
1990,15.837
1992,15.712
1994,15.592
1996,15.476
1998,15.368
2000,15.267
2002,15.176
2004,15.096
2006,15.027
2008,14.972
2010,14.929
2012,14.902
2014,14.889
2016,14.893
2018,14.912
2020,14.948
2022,15.0
2024,15.069
2026,15.153
2028,15.254
2030,15.371
2032,15.502
2034,15.648
2036,15.807
2038,15.978
2040,16.162
2042,16.355
2044,16.557
2046,16.768
2048,16.984
2050,17.206
2052,17.431
2054,17.658
2056,17.885
2058,18.111
2060,18.335
2062,18.554
2064,18.768
2066,18.974
2068,19.172
2070,19.36
2072,19.537
2074,19.702
2076,19.853
2078,19.991
2080,20.0
2082,20.0
2084,20.0
2086,20.0
2088,20.0
2090,20.0
2092,20.0
2094,20.0
2096,20.0
2098,20.0
2100,20.0
2102,20.0
2104,20.0
2106,20.0
2108,20.0
2110,19.99
2112,19.869
2114,19.738
2116,19.6
2118,19.456
2120,19.308
2122,19.156
2124,19.002
2126,18.849
2128,18.697
2130,18.548
2132,18.404
2134,18.265
2136,18.134
2138,18.011
2140,17.899
2142,17.797
2144,17.708
2146,17.632
2148,17.569
2150,17.522
2152,17.49
2154,17.473
2156,17.473
2158,17.489
2160,17.521
2162,17.57
2164,17.634
2166,17.715
2168,17.81
2170,17.92
2172,18.044
2174,18.18
2176,18.329
2178,18.488
2180,18.657
2182,18.834
2184,19.018
2186,19.208
2188,19.402
2190,19.598
2192,19.796
2194,19.993
2196,20.0
2198,20.0
2200,20.0
2202,20.0
2204,20.0
2206,20.0
2208,20.0
2210,20.0
2212,20.0
2214,20.0
2216,20.0
2218,20.0
2220,20.0
2222,20.0
2224,20.0
2226,20.0
2228,20.0
2230,20.0
2232,20.0
2234,20.0
2236,20.0
2238,20.0
2240,20.0
2242,20.0
2244,20.0
2246,20.0
2248,20.0
2250,20.0
2252,20.0
2254,20.0
2256,20.0
2258,20.0
2260,20.0
2262,19.854
2264,19.668
2266,19.485
2268,19.306
2270,19.132
2272,18.964
2274,18.804
2276,18.654
2278,18.514
2280,18.386
2282,18.27
2284,18.168
2286,18.08
2288,18.007
2290,17.95
2292,17.909
2294,17.883
2296,17.875
2298,17.882
2300,17.906
2302,17.945
2304,18.0
2306,18.07
2308,18.154
2310,18.251
2312,18.361
2314,18.482
2316,18.613
2318,18.753
2320,18.901
2322,19.055
2324,19.214
2326,19.376
2328,19.54
2330,19.704
2332,19.867
2334,20.0
2336,20.0
2338,20.0
2340,20.0
2342,20.0
2344,20.0
2346,20.0
2348,20.0
2350,20.0
2352,20.0
2354,20.0
2356,20.0
2358,20.0
2360,20.0
2362,20.0
2364,20.0
2366,20.0
2368,20.0
2370,20.0
2372,20.0
2374,20.0
2376,20.0
2378,20.0
2380,20.0
2382,20.0
2384,20.0
2386,19.901
2388,19.706
2390,19.504
2392,19.296
2394,19.083
2396,18.867
2398,18.649
2400,18.431
2402,18.215
2404,18.002
2406,17.794
2408,17.591
2410,17.396
2412,17.209
2414,17.033
2416,16.867
2418,16.714
2420,16.574
2422,16.448
2424,16.337
2426,16.241
2428,16.161
2430,16.097
2432,16.049
2434,16.018
2436,16.003
2438,16.004
2440,16.022
2442,16.054
2444,16.101
2446,16.162
2448,16.235
2450,16.321
2452,16.418
2454,16.524
2456,16.639
2458,16.761
2460,16.888
2462,17.02
2464,17.154
2466,17.29
2468,17.425
2470,17.558
2472,17.688
2474,17.813
2476,17.932
2478,18.043
2480,18.144
2482,18.236
2484,18.315
2486,18.382
2488,18.436
2490,18.474
2492,18.498
2494,18.505
2496,18.496
2498,18.471
2500,18.428
2502,18.368
2504,18.291
2506,18.197
2508,18.086
2510,17.96
2512,17.818
2514,17.661
2516,17.491
2518,17.307
2520,17.112
2522,16.906
2524,16.691
2526,16.467
2528,16.237
2530,16.002
2532,15.763
2534,15.521
2536,15.28
2538,15.039
2540,14.8
2542,14.565
2544,14.336
2546,14.114
2548,13.9
2550,13.695
2552,13.501
2554,13.319
2556,13.15
2558,12.994
2560,12.854
2562,12.728
2564,12.618
2566,12.525
2568,12.448
2570,12.387
2572,12.343
2574,12.315
2576,12.304
2578,12.308
2580,12.328
2582,12.362
2584,12.409
2586,12.469
2588,12.541
2590,12.623
2592,12.715
2594,12.814
2596,12.92
2598,13.031
2600,13.146
2602,13.263
2604,13.38
2606,13.497
2608,13.611
2610,13.721
2612,13.826
2614,13.924
2616,14.013
2618,14.093
2620,14.162
2622,14.22
2624,14.264
2626,14.294
2628,14.31
2630,14.31
2632,14.294
2634,14.261
2636,14.212
2638,14.146
2640,14.063
2642,13.964
2644,13.847
2646,13.715
2648,13.567
2650,13.404
2652,13.227
2654,13.037
2656,12.835
2658,12.622
2660,12.398
2662,12.167
2664,11.928
2666,11.683
2668,11.434
2670,11.183
2672,10.93
2674,10.678
2676,10.427
2678,10.18
2680,9.937
2682,9.702
2684,9.473
2686,9.254
2688,9.046
2690,8.848
2692,8.664
2694,8.493
2696,8.336
2698,8.195
2700,8.069
2702,7.96
2704,7.867
2706,7.791
2708,7.731
2710,7.689
2712,7.663
2714,7.653
2716,7.659
2718,7.68
2720,7.715
2722,7.763
2724,7.824
2726,7.896
2728,7.978
2730,8.069
2732,8.168
2734,8.273
2736,8.382
2738,8.494
2740,8.608
2742,8.722
2744,8.835
2746,8.945
2748,9.05
2750,9.149
2752,9.241
2754,9.324
2756,9.397
2758,9.459
2760,9.509
2762,9.545
2764,9.568
2766,9.575
2768,9.567
2770,9.543
2772,9.502
2774,9.445
2776,9.372
2778,9.281
2780,9.174
2782,9.052
2784,8.913
2786,8.759
2788,8.592
2790,8.41
2792,8.217
2794,8.011
2796,7.796
2798,7.572
2800,7.34
2802,7.102
2804,6.859
2806,6.613
2808,6.365
2810,6.116
2812,5.87
2814,5.626
2816,5.386
2818,5.152
2820,4.926
2822,4.708
2824,4.5
2826,4.304
2828,4.12
2830,3.949
2832,3.792
2834,3.65
2836,3.524
2838,3.414
2840,3.321
2842,3.245
2844,3.186
2846,3.144
2848,3.118
2850,3.11
2852,3.117
2854,3.14
2856,3.178
2858,3.23
2860,3.295
2862,3.372
2864,3.46
2866,3.558
2868,3.664
2870,3.777
2872,3.896
2874,4.019
2876,4.144
2878,4.27
2880,4.396
2882,4.52
2884,4.641
2886,4.756
2888,4.865
2890,4.966
2892,5.058
2894,5.14
2896,5.21
2898,5.268
2900,5.312
2902,5.342
2904,5.356
2906,5.355
2908,5.339
2910,5.305
2912,5.256
2914,5.19
2916,5.107
2918,5.009
2920,4.895
2922,4.765
2924,4.621
2926,4.464
2928,4.294
2930,4.112
2932,3.919
2934,3.717
2936,3.507
2938,3.29
2940,3.068
2942,2.842
2944,2.613
2946,2.384
2948,2.156
2950,1.93
2952,1.707
2954,1.49
2956,1.28
2958,1.078
2960,0.886
2962,0.704
2964,0.534
2966,0.377
2968,0.235
2970,0.106
2972,0.0
2974,0.0
2976,0.0
2978,0.0
2980,0.0
2982,0.0
2984,0.0
2986,0.0
2988,0.0
2990,0.0
2992,0.0
2994,0.0
2996,0.0
2998,0.035
3000,0.142
3002,0.259
3004,0.385
3006,0.519
3008,0.66
3010,0.806
3012,0.955
3014,1.106
3016,1.257
3018,1.408
3020,1.555
3022,1.699
3024,1.837
3026,1.968
3028,2.091
3030,2.204
3032,2.306
3034,2.397
3036,2.474
3038,2.538
3040,2.587
3042,2.621
3044,2.639
3046,2.641
3048,2.627
3050,2.597
3052,2.55
3054,2.487
3056,2.408
3058,2.315
3060,2.206
3062,2.083
3064,1.948
3066,1.8
3068,1.641
3070,1.472
3072,1.295
3074,1.11
3076,0.919
3078,0.724
3080,0.526
3082,0.326
3084,0.127
3086,0.0
3088,0.0
3090,0.0
3092,0.0
3094,0.0
3096,0.0
3098,0.0
3100,0.0
3102,0.0
3104,0.0
3106,0.0
3108,0.0
3110,0.0
3112,0.0
3114,0.0
3116,0.0
3118,0.0
3120,0.0
3122,0.0
3124,0.0
3126,0.0
3128,0.0
3130,0.0
3132,0.0
3134,0.0
3136,0.0
3138,0.0
3140,0.0
3142,0.0
3144,0.0
3146,0.0
3148,0.0
3150,0.0
3152,0.092
3154,0.275
3156,0.457
3158,0.635
3160,0.808
3162,0.975
3164,1.135
3166,1.285
3168,1.426
3170,1.555
3172,1.671
3174,1.775
3176,1.864
3178,1.938
3180,1.997
3182,2.04
3184,2.067
3186,2.078
3188,2.072
3190,2.05
3192,2.012
3194,1.959
3196,1.89
3198,1.808
3200,1.711
3202,1.603
3204,1.482
3206,1.351
3208,1.211
3210,1.063
3212,0.908
3214,0.748
3216,0.584
3218,0.418
3220,0.251
3222,0.085
3224,0.0
3226,0.0
3228,0.0
3230,0.0
3232,0.0
3234,0.0
3236,0.0
3238,0.0
3240,0.0
3242,0.0
3244,0.0
3246,0.0
3248,0.0
3250,0.0
3252,0.0
3254,0.0
3256,0.0
3258,0.0
3260,0.0
3262,0.0
3264,0.0
3266,0.0
3268,0.0
3270,0.0
3272,0.0
3274,0.0
3276,0.0
3278,0.096
3280,0.295
3282,0.499
3284,0.709
3286,0.923
3288,1.138
3290,1.354
3292,1.568
3294,1.78
3296,1.988
3298,2.19
3300,2.386
3302,2.573
3304,2.75
3306,2.916
3308,3.071
3310,3.212
3312,3.34
3314,3.453
3316,3.551
3318,3.633
3320,3.699
3322,3.749
3324,3.782
3326,3.799
3328,3.8
3330,3.785
3332,3.754
3334,3.709
3336,3.65
3338,3.578
3340,3.493
3342,3.397
3344,3.291
3346,3.177
3348,3.055
3350,2.927
3352,2.794
3354,2.659
3356,2.522
3358,2.385
3360,2.249
3362,2.116
3364,1.988
3366,1.866
3368,1.752
3370,1.646
3372,1.55
3374,1.466
3376,1.394
3378,1.336
3380,1.292
3382,1.263
3384,1.25
3386,1.253
3388,1.273
3390,1.31
3392,1.364
3394,1.435
3396,1.523
3398,1.628
3400,1.749
3402,1.886
3404,2.038
3406,2.204
3408,2.382
3410,2.573
3412,2.776
3414,2.987
3416,3.207
3418,3.435
3420,3.668
3422,3.904
3424,4.144
3426,4.385
3428,4.625
3430,4.863
3432,5.097
3434,5.327
3436,5.55
3438,5.765
3440,5.971
3442,6.166
3444,6.35
3446,6.522
3448,6.679
3450,6.823
3452,6.951
3454,7.064
3456,7.16
3458,7.24
3460,7.304
3462,7.351
3464,7.382
3466,7.396
3468,7.395
3470,7.378
3472,7.347
3474,7.302
3476,7.244
3478,7.174
3480,7.093
3482,7.003
3484,6.905
3486,6.799
3488,6.688
3490,6.574
3492,6.456
3494,6.338
3496,6.22
3498,6.104
3500,5.992
3502,5.885
3504,5.785
3506,5.693
3508,5.609
3510,5.537
3512,5.476
3514,5.428
3516,5.393
3518,5.373
3520,5.369
3522,5.38
3524,5.408
3526,5.452
3528,5.513
3530,5.591
3532,5.686
3534,5.798
3536,5.926
3538,6.07
3540,6.228
3542,6.401
3544,6.588
3546,6.787
3548,6.997
3550,7.218
3552,7.447
3554,7.684
3556,7.927
3558,8.174
3560,8.425
3562,8.677
3564,8.93
3566,9.181
3568,9.429
3570,9.672
3572,9.91
3574,10.14
3576,10.361
3578,10.572
3580,10.772
3582,10.96
3584,11.134
3586,11.295
3588,11.44
3590,11.569
3592,11.683
3594,11.78
3596,11.86
3598,11.924
3600,11.97
3602,12.001
3604,12.015
3606,12.013
3608,11.996
3610,11.964
3612,11.919
3614,11.862
3616,11.792
3618,11.713
3620,11.624
3622,11.527
3624,11.424
3626,11.316
3628,11.205
3630,11.091
3632,10.977
3634,10.864
3636,10.754
3638,10.648
3640,10.548
3642,10.454
3644,10.369
3646,10.294
3648,10.229
3650,10.177
3652,10.137
3654,10.112
3656,10.101
3658,10.106
3660,10.126
3662,10.163
3664,10.217
3666,10.287
3668,10.374
3670,10.477
3672,10.596
3674,10.732
3676,10.882
3678,11.047
3680,11.226
3682,11.417
3684,11.62
3686,11.834
3688,12.057
3690,12.288
3692,12.525
3694,12.768
3696,13.014
3698,13.263
3700,13.512
3702,13.76
3704,14.006
3706,14.247
3708,14.484
3710,14.713
3712,14.934
3714,15.145
3716,15.346
3718,15.534
3720,15.709
3722,15.871
3724,16.017
3726,16.148
3728,16.263
3730,16.362
3732,16.443
3734,16.508
3736,16.555
3738,16.586
3740,16.6
3742,16.597
3744,16.579
3746,16.546
3748,16.499
3750,16.438
3752,16.365
3754,16.281
3756,16.187
3758,16.084
3760,15.974
3762,15.857
3764,15.737
3766,15.613
3768,15.488
3770,15.363
3772,15.24
3774,15.12
3776,15.004
3778,14.895
3780,14.793
3782,14.7
3784,14.617
3786,14.545
3788,14.486
3790,14.44
3792,14.408
3794,14.391
3796,14.389
3798,14.404
3800,14.434
3802,14.481
3804,14.545
3806,14.625
3808,14.721
3810,14.833
3812,14.96
3814,15.102
3816,15.258
3818,15.426
3820,15.607
3822,15.799
3824,16.0
3826,16.21
3828,16.427
3830,16.65
3832,16.877
3834,17.106
3836,17.337
3838,17.568
3840,17.796
3842,18.021
3844,18.242
3846,18.455
3848,18.661
3850,18.858
3852,19.045
3854,19.219
3856,19.381
3858,19.53
3860,19.663
3862,19.781
3864,19.884
3866,19.969
3868,20.0
3870,20.0
3872,20.0
3874,20.0
3876,20.0
3878,20.0
3880,20.0
3882,20.0
3884,19.983
3886,19.906
3888,19.816
3890,19.715
3892,19.602
3894,19.48
3896,19.35
3898,19.213
3900,19.07
3902,18.924
3904,18.775
3906,18.626
3908,18.477
3910,18.33
3912,18.188
3914,18.05
3916,17.919
3918,17.796
3920,17.683
3922,17.58
3924,17.489
3926,17.41
3928,17.345
3930,17.294
3932,17.259
3934,17.239
3936,17.235
3938,17.247
3940,17.275
3942,17.32
3944,17.381
3946,17.458
3948,17.55
3950,17.657
3952,17.779
3954,17.913
3956,18.06
3958,18.219
3960,18.388
3962,18.565
3964,18.75
3966,18.942
3968,19.139
3970,19.338
3972,19.54
3974,19.742
3976,19.943
3978,20.0
3980,20.0
3982,20.0
3984,20.0
3986,20.0
3988,20.0
3990,20.0
3992,20.0
3994,20.0
3996,20.0
3998,20.0
4000,20.0
4002,20.0
4004,20.0
4006,20.0
4008,20.0
4010,20.0
4012,20.0
4014,20.0
4016,20.0
4018,20.0
4020,20.0
4022,20.0
4024,20.0
4026,20.0
4028,20.0
4030,20.0
4032,20.0
4034,20.0
4036,20.0
4038,20.0
4040,20.0
4042,19.95
4044,19.769
4046,19.589
4048,19.412
4050,19.24
4052,19.073
4054,18.914
4056,18.764
4058,18.623
4060,18.493
4062,18.376
4064,18.271
4066,18.181
4068,18.105
4070,18.045
4072,18.0
4074,17.971
4076,17.959
4078,17.963
4080,17.983
4082,18.019
4084,18.071
4086,18.138
4088,18.22
4090,18.315
4092,18.423
4094,18.543
4096,18.674
4098,18.814
4100,18.963
4102,19.118
4104,19.279
4106,19.445
4108,19.613
4110,19.781
4112,19.95
4114,20.0
4116,20.0
4118,20.0
4120,20.0
4122,20.0
4124,20.0
4126,20.0
4128,20.0
4130,20.0
4132,20.0
4134,20.0
